id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
52173404,cozy 1 bedroom apartment next to Southbank station,161229629,Cun Ming,,South Brisbane,-27.48389,153.02135,Entire home/apt,,3,99,2025-01-03,1.97,1,0,3,
52174145,Charming 1920 4Br freestanding Plantation Qldr.,63028156,George,,Annerley,-27.51046,153.03206,Entire home/apt,339,3,82,2025-05-04,1.68,28,133,2,
52251201,Midnights in Morocco,413245204,Stephen,,East Brisbane,-27.4779,153.04803,Entire home/apt,170,2,33,2025-09-14,0.87,1,331,3,
52270597,Amazing family home with pool and big yard,7134869,Lenneke,,Camp Hill,-27.48951,153.06972,Entire home/apt,340,3,15,2025-04-19,0.39,1,22,6,
52353698,Spacious 2 Bed/2 Bath Garden Apartment Aircon,63028156,George,,South Brisbane,-27.4807029,153.0159723,Entire home/apt,315,1,30,2025-07-20,1.53,28,47,13,
52408945,Stylish Apt in Best Location! Free Parking & WiFi,78924442,Lee,,South Brisbane,-27.473227934435716,153.01386859968804,Entire home/apt,160,2,186,2025-10-27,3.72,291,324,34,
52416373,Room w private bathroom in a resort-style complex,22848493,Taryn,,West End,-27.48427,153.00099,Private room,85,2,176,2025-10-26,3.71,1,54,47,
52416918,"Stunning River & City Views, 3BR@Brisbane CBD",138649185,Sidharth,,Brisbane City,-27.47277,153.02971,Entire home/apt,815,3,1,2023-05-18,0.03,39,361,0,
52428330,5* Entire Delux Heritage 1 Bed Apt Central CBD,402474312,Melanie,,Brisbane City,-27.466781616210938,153.02561950683594,Entire home/apt,140,1,158,2025-11-10,3.22,1,51,39,
52515818,Breathtaking Mountain Views + Huge Rooftop Pool,78924442,Lee,,Fortitude Valley,-27.45495,153.0319,Entire home/apt,134,2,137,2025-10-25,2.74,291,358,15,
52517619,"Brisbane House
New Farm

Architecturally designed",3192737,Melissa,,New Farm,-27.46289,153.0442,Entire home/apt,446,2,58,2025-08-03,1.16,1,65,16,
52638824,Spacious Queen Bedroom with Private bathroom,43667566,Venous,,Balmoral,-27.45682,153.06665,Private room,109,1,87,2025-08-01,1.77,1,218,14,
52642331,Spacious 2 bedroom place with patio close to shops,4706492,Elvira,,Moorooka,-27.53159,153.01904,Entire home/apt,217,2,59,2025-10-19,1.25,1,231,14,
52722823,"Unwind on the back deck of 
          Carian Place",426824355,Carolyn,,Deagon,-27.32099,153.06453,Entire home/apt,148,1,135,2025-10-20,3.09,1,245,35,
52834058,Verano Retreat,132725813,Estefanny,,Karana Downs,-27.53038,152.81001,Entire home/apt,200,2,88,2025-10-25,1.83,1,346,12,
52844189,Central Studio Apartment with Balcony & extra Bed,34875238,Christy,,Spring Hill,-27.463043212890625,153.02549743652344,Private room,376,1,72,2025-10-26,1.47,4,363,40,
52847237,"Private Unit (Private Entry, Private Bathroom)",68015839,Ben,,Aspley,-27.37111,153.03084,Private room,81,1,23,2025-10-30,0.56,1,2,20,
52852288,2BR In An Excellent Location In South Brisbane,138649185,Sidharth,,South Brisbane,-27.47834,153.01455,Entire home/apt,453,3,0,,,39,363,0,
52890523,Stylish South Bank Apt w/ King Bed & HUGE Balcony!,78924442,Lee,,South Brisbane,-27.4743789,153.0159166,Entire home/apt,165,2,180,2025-10-25,3.67,291,343,41,
52891087,"Central South Bank Apt w Pool, Gym & Best Location",78924442,Lee,,South Brisbane,-27.4743789,153.0159166,Entire home/apt,165,2,169,2025-10-18,3.45,291,348,30,
52891138,1 bedroom appartment in the heart of Brisbane City,284849993,Nutan,,Brisbane City,-27.46202,153.03176,Entire home/apt,,2,2,2022-07-31,0.05,1,0,0,
52953815,"Luxe Sky Home w/ Rooftop Pool, Views, 2 Car Parks",78924442,Lee,,Fortitude Valley,-27.4558213,153.032801,Entire home/apt,250,3,186,2025-10-28,3.79,291,0,46,
52954661,The Pandanus House * SecureGarden*alluvionproperty,402581840,Hollie,,Hamilton (Qld),-27.43124,153.07216,Entire home/apt,360,6,20,2025-08-09,0.43,5,162,1,
52955841,Cool New Yorker CBD Apartment,8095019,Rebecca,,Brisbane City,-27.46289,153.03147,Entire home/apt,125,4,54,2025-10-12,1.11,2,238,16,
52956788,Well appointed Hotel Studio  - Comfy & Convenient,240906362,Hillcrest,,South Brisbane,-27.483971,153.029373,Entire home/apt,140,2,138,2025-10-19,2.84,22,72,26,
52992931,"Clean, Cosey Apartment in South Brisbane/The Gabba",54126886,Windsor,,South Brisbane,-27.483887,153.02948,Entire home/apt,146,2,293,2025-11-10,6.55,1,52,65,
52994221,Centrally Located Large 2Bedroom Apartment,2471742,Albert,,Spring Hill,-27.46336,153.02958,Entire home/apt,,3,53,2025-01-27,1.09,4,1,2,
53020530,Fantastic 1BR near Brisbane River,138649185,Sidharth,,Brisbane City,-27.47167,153.02842,Entire home/apt,450,3,2,2022-11-22,0.05,39,363,0,
53030382,Brisbane Break Panoramic River Views Free Parking,138508906,Thomas,,Brisbane City,-27.46639,153.03003,Entire home/apt,329,2,179,2025-11-01,3.70,1,106,51,
53050824,2BR 1 Bath Apt in South Brisbane,344530617,Michelle J,,South Brisbane,-27.47204,153.0161,Entire home/apt,,2,39,2024-03-15,0.81,3,0,0,
53100422,Comfortable pet-friendly house with deck & firepit,118300131,Rick,,Balmoral,-27.45716,153.06998,Entire home/apt,270,4,8,2023-12-26,0.17,1,7,0,
53117371,"Modern,cosy home is your best choice for holiday!!",193942114,Dora,,Newstead - Bowen Hills,-27.44568,153.02971,Private room,120,1,4,2024-09-19,0.09,1,255,0,
53130285,Central unit with everything at your fingertips,95822385,Clay,,Hawthorne,-27.45998,153.0601,Entire home/apt,180,28,34,2025-05-24,0.72,1,334,5,
53149410,"Clean, private and secure 1-bedroom guest suite",59438564,Melanie,,Toowong,-27.482457071535503,152.97573565795366,Entire home/apt,127,2,139,2025-10-23,3.42,1,139,49,
53151316,"Brookfield Country House, Pool, 6 bedrooms",23875919,Holly,,Brookfield - Kenmore Hills,-27.47327,152.85481,Entire home/apt,,5,25,2025-05-05,0.52,20,0,5,
53153076,Mid-Century Cabin (by the golf course),166087876,Jennifer,,The Gap,-27.4454,152.95979,Entire home/apt,136,1,55,2025-10-06,1.23,2,221,12,
53157048,ABSOLUTE Heart of the CBD! The Homestead BNE,133849612,Natalie,,Brisbane City,-27.470371,153.026398,Entire home/apt,184,1,199,2025-11-09,4.17,1,75,63,
53157465,Tropical Dreaming in the Heart of Indooroopilly,519005019,Rudi And Ish,,Indooroopilly,-27.49592,152.97918,Entire home/apt,154,3,47,2025-10-18,0.98,38,301,13,
53206172,West End Sunset Room,12236970,Tina,,West End,-27.48155083446497,153.004739820566,Private room,114,1,58,2025-11-02,6.74,1,59,58,
53241122,Beachfront Villa 39 Tangalooma,420042940,Casey,,Moreton Island,-27.17924,153.37402,Entire home/apt,389,3,17,2025-09-04,0.39,1,252,3,
53260028,Huge Woolstore Apartment,10440464,Jonathan,,Newstead - Bowen Hills,-27.45803,153.04955,Entire home/apt,613,2,25,2024-05-19,0.56,12,64,0,
53264605,Value*ViewsPrivateRoom*10minCity,4812704,Louisa,,Paddington - Milton,-27.46799,153.01069,Entire home/apt,181,2,167,2025-07-20,4.63,1,260,17,
53278913,"River views of Brisbane, lovely 1 Bedroom appt",147999444,Catherine,,Spring Hill,-27.46224,153.030899,Entire home/apt,,2,53,2025-09-07,1.10,1,43,3,
53281591,Seaside Serenity at Plumeria Place,526140891,AirKeeper,,Wynnum,-27.44716,153.17831,Entire home/apt,216,1,51,2025-10-19,1.07,2,293,5,
53300335,Stunning Getaway One King Bed: Unlimited Wi-Fi,405875528,Shang,,South Brisbane,-27.47368049621582,153.0137939453125,Entire home/apt,199,2,150,2025-10-18,3.10,40,139,22,
53360593,Fortitude Valley apartment right off James st,93933885,Kyla,,Fortitude Valley,-27.45904,153.03839,Entire home/apt,,5,1,2022-01-14,0.02,1,0,0,
53371259,Views for days!!!,426702664,Craig & Linda,,Brisbane City,-27.46651,153.0171,Entire home/apt,149,2,300,2025-11-10,6.28,1,111,72,
53381046,Cozy 4 bedroom house in Algester,164771379,Cara,,Algester,-27.61046,153.03765,Entire home/apt,173,2,59,2025-07-04,1.24,10,137,14,
53384874,"4x2, mountain views, 2.9km Brisbane, 1.5km Suncorp",98750963,Tegan,,Red Hill (Qld),-27.4531,153.00616,Entire home/apt,400,3,50,2024-09-30,1.04,1,37,0,
53407124,4 bedroom house in Runcorn,164771379,Cara,,Runcorn,-27.60778,153.07331,Entire home/apt,166,2,61,2025-10-06,1.29,10,164,19,
53409213,Miss Midgley's - Locker Room,281228882,Miss Midgleys,,New Farm,-27.4602661,153.0441243,Entire home/apt,506,1,50,2025-10-18,1.14,5,324,11,
53453844,Miss Midgley's - Refectory,281228882,Miss Midgleys,,New Farm,-27.4602661,153.0441243,Entire home/apt,434,1,49,2025-10-01,1.10,5,329,15,
53465064,Miss Midgley's - Principals Office 1 King Bed,281228882,Miss Midgleys,,New Farm,-27.4602661,153.0441243,Entire home/apt,466,1,85,2025-11-09,1.92,5,312,23,
53468584,Miss Midgley's - Drawing Room,281228882,Miss Midgleys,,New Farm,-27.4602661,153.0441243,Entire home/apt,482,1,38,2025-10-24,0.86,5,339,10,
53469246,Miss Midgley's - Assembly Hall,281228882,Miss Midgleys,,New Farm,-27.4602661,153.0441243,Entire home/apt,519,1,29,2025-07-13,0.67,5,334,3,
53481270,Soaring Skyline on Southside at Resort-Style Stay,519005019,Rudi And Ish,,South Brisbane,-27.47091,153.0159,Entire home/apt,197,3,105,2025-11-06,2.18,38,323,27,
53500715,"Stylish, Spacious Retreat with Plunge Pool",4912016,Neha,,Mitchelton,-27.419911068585478,152.9679511711337,Entire home/apt,200,2,23,2025-10-26,3.05,1,322,23,
53517990,SANDS TOWN HOME,23957544,Susan,,New Farm,-27.46774,153.05079,Entire home/apt,578,84,1,2022-07-14,0.02,1,263,0,
53532125,"Luxe Newstead Pad w/ Courtyard, Pool, Gym & Park",78924442,Lee,,Newstead - Bowen Hills,-27.4524844,153.0438919,Entire home/apt,263,3,172,2025-10-28,3.58,291,349,45,
53664599,Central two bedroom city escape,12462197,Shannon,,South Brisbane,-27.47667,153.01621,Entire home/apt,205,3,142,2025-11-02,3.30,1,49,31,
53664833,Balmoral Pool Home|City Skyline Views|Pet Friendly,93271399,Ryan & Eniko,,Balmoral,-27.455759048461914,153.065185546875,Entire home/apt,320,7,29,2025-09-01,0.61,15,74,4,
53689798,Private Queen Room | 10mins Walk to CBD + Free Bus,434053004,Sara,,Spring Hill,-27.4626,153.02172,Private room,110,2,144,2025-10-24,3.01,6,63,35,
53690655,Private Single Room 10mins Walk to CBD + Free Bus,434053004,Sara,,Spring Hill,-27.46395,153.02286,Private room,109,1,148,2025-10-30,3.10,6,259,32,
53690923,Comfortable Single Room Next to Roma Park,434053004,Sara,,Spring Hill,-27.46275,153.02298,Private room,109,1,141,2025-10-27,2.96,6,258,47,
53711443,"Breathtaking Sunset view apartment, BEST Location",11560547,Christian,,Fortitude Valley,-27.45665,153.03113,Entire home/apt,303,2,128,2025-10-17,2.71,3,84,19,
53712269,"Barnes Hill Retreat
Close to Nature",435023484,Gary,,Karana Downs,-27.53135,152.83058,Entire home/apt,333,2,72,2025-11-09,1.65,1,149,22,
53725685,"Central Valley Pad w/ Rooftop Pool, Huge Gym, Park",78924442,Lee,,Fortitude Valley,-27.4562409,153.0318713,Entire home/apt,157,1,179,2025-10-22,3.77,291,343,22,
53727684,Queen bedroom with ensuite,17955940,Francesca,,Murarrie,-27.46182,153.09702,Private room,111,4,33,2025-09-09,0.70,4,47,3,
53744453,Beautiful one room apartment with private carpark,435289589,Yenny,,Annerley,-27.50923,153.03704,Entire home/apt,,3,1,2021-12-30,0.02,1,0,0,
53776123,Homey and private pad in leafy suburb close to CBD,44474791,Gilles,,Bardon,-27.47107,152.98171,Entire home/apt,140,2,200,2025-11-08,4.21,1,307,58,
53786650,Private Room with Ensuite and Separate Entrance,88017615,Suzy,,Coopers Plains,-27.56157,153.04352,Private room,70,2,51,2025-10-23,1.10,3,329,11,
53815298,Eclectic and cozy space in historic Woolstore.,2417831,Deborah,,Newstead - Bowen Hills,-27.45815,153.04958,Entire home/apt,316,90,70,2025-10-06,1.49,1,179,1,
53818891,Amazing views from 'Sky City'(no longer available),66648174,Hu,,Brisbane City,-27.47116,153.02916,Entire home/apt,400,300,0,,,1,365,0,
53828380,Riverview 25th Floor Apt. w/ Parking n King bed,331440566,Will,,South Brisbane,-27.473677,153.013794,Entire home/apt,191,1,424,2025-10-23,8.93,13,130,75,
53834216,2BR Luxury Retreat with Rooftop Pool Access,405875528,Shang,,Fortitude Valley,-27.45586585998535,153.0327606201172,Entire home/apt,,2,164,2025-10-12,3.49,40,110,33,
53836945,Tranquil 3 bedroom townhouse with park access,436098323,Peter,,Toowong,-27.48533,152.97998,Entire home/apt,333,3,34,2025-10-05,0.72,1,56,11,
53853537,"""Gasworks Creek Cottage""  (A little bit different)",436231959,Clive,,Deagon,-27.32473,153.06721,Entire home/apt,149,2,252,2025-11-03,5.32,1,287,70,
53858529,"Executive 2-Bed with Stadium View, Great Amenities",279001183,MadeComfy,,Woolloongabba,-27.48735,153.03899,Entire home/apt,158,3,69,2025-07-09,1.46,68,307,14,
53883546,Bayview Breeze - Hilltop House with Amazing Views,23395016,Colleen,,Moreton Island,-27.1765,153.37632,Entire home/apt,651,2,32,2025-10-27,0.79,16,192,14,
53907263,Exceptional Teneriffe Heritage Apartment,94321240,Kate,,Newstead - Bowen Hills,-27.45697,153.04931,Entire home/apt,250,5,59,2025-10-20,1.31,1,257,15,
53909554,CBD Absolute Riverfront accommodation,76639265,Damian,,Brisbane City,-27.46687,153.01554,Entire home/apt,174,2,40,2025-10-04,0.85,1,82,11,
53921481,brand new one bedroom + living room，Private entry,436805834,June,,Pallara - Willawong,-27.628363322872715,152.98620734363794,Entire home/apt,108,2,7,2025-11-01,3.39,1,146,7,
53926935,Modern City Vibe - 1 BR Apt - @BO1 31506-1,223468234,Slife,,South Brisbane,-27.4728,153.01275,Entire home/apt,172,3,163,2025-10-22,3.51,6,340,46,
53945808,Private Room with Ensuite and Separate Entrance,88017615,Suzy,,Coopers Plains,-27.56346,153.04384,Private room,72,2,41,2025-11-02,0.87,3,355,12,
53954274,La Vie en Rose is 2 bedroom Home with Bay Views,403744600,Walter And Lisele,,Manly - Lota,-27.45743,153.17863,Entire home/apt,186,2,39,2025-09-30,0.84,1,246,4,
53961657,Penthouse Apartment With River & City Views,11779326,Jordan,,Albion,-27.43174,153.05054,Entire home/apt,509,3,34,2025-10-28,0.77,1,121,4,
53996581,Discover Urban:1BR|Pool|Gym|Sauna|Convenient,166518895,Alice,,Brisbane City,-27.47164,153.02651,Entire home/apt,204,1,270,2025-11-06,5.95,43,77,62,
54022311,French Private Central Cozy 3bed FREE Wi-Fi + A/C,437754137,Anissa,,Coorparoo,-27.48869,153.06244,Entire home/apt,171,1,39,2025-10-27,0.83,11,332,9,
54034768,Spacious private & Modern 2BDM in A+ location,432013894,Alexander,,Woolloongabba,-27.48678,153.02944,Entire home/apt,230,1,394,2025-11-08,8.38,1,266,92,
54076999,Evolution 2 Bedroom Apartments,51963189,Angela,,Brisbane City,-27.46832,153.02055,Entire home/apt,403,1,11,2023-07-22,0.24,12,337,0,
54112281,Studio on the Edge of the Valley,53530454,Amira,,Newstead - Bowen Hills,-27.45195712673308,153.03607016441995,Entire home/apt,144,2,67,2025-10-14,1.89,1,217,14,
54112922,Convenient to southbank and public transport,10218320,David,,South Brisbane,-27.481650704009173,153.01939411545192,Private room,112,3,36,2025-11-05,5.93,1,265,36,
54114093,Share or private room for rental,422415066,Nawaf,,Brisbane City,-27.46463,153.03109,Private room,300,1,0,,,1,358,0,
54167479,"Central Priv, A/C, FREE WiFi, SmarTV, 3 night min",437754137,Anissa,,Sunnybank,-27.58033,153.05359,Entire home/apt,,1,5,2022-09-17,0.11,11,323,0,
54185762,29th Floor Modern Apt. with King Bed & Parking,331440566,Will,,South Brisbane,-27.47451,153.015579,Entire home/apt,196,1,454,2025-11-02,9.72,13,99,94,
54186704,Lush 1 Bedroom Terrace Apt w/ Wifi & Free Parking,405875528,Shang,,South Brisbane,-27.477737426757812,153.0142822265625,Entire home/apt,217,2,38,2025-10-07,0.82,40,3,4,
54203505,( Mc ) Entire spacious 1 bedroom +1 office room,127654564,Max,,Kangaroo Point,-27.48347,153.03756,Entire home/apt,,1,83,2024-07-20,1.84,9,0,0,
54226952,"Luxury accommodation with Pool in Sumner, Brisbane",347333764,Kathy,,Darra - Sumner,-27.56405,152.92844,Private room,76,1,76,2025-09-23,1.67,1,345,18,
54251652,*Budget Ensuite Room (Inner City),301948315,Alicia,,Annerley,-27.51143,153.03374,Private room,82,5,82,2025-11-05,1.79,7,50,19,
54265469,Boutique 1-bedroom Mercedes Queenslander on wheels,1465289,Tom,,Fairfield - Dutton Park,-27.49015,153.02551,Entire home/apt,204,2,0,,,1,270,0,
54268362,1-Bedroom Granny Flat - Close to UQ and City,6216899,Renee,,St Lucia,-27.49916,152.99291,Entire home/apt,,28,10,2024-12-21,0.23,1,0,1,
54281613,Large 4 bed acreage house,355309680,Kacey,,Belmont - Gumdale,-27.51005,153.17149,Entire home/apt,190,2,58,2025-10-20,1.32,1,211,15,
54294788,1-bedroom unit. Near city & South Bank,122480294,Sam,,South Brisbane,-27.47108,153.01659,Entire home/apt,274,1,53,2025-10-14,1.52,8,1,10,
54322151,"Eco Luxury Tiny Home on Wheels - ""Wombat Pad""",229542,Elise,,Pinjarra Hills - Pullenvale,-27.54439,152.86993,Entire home/apt,,1,46,2025-10-25,1.04,1,320,15,
516769763904996057,"Location, location, location - modern studio",213070467,Sharyn,,Manly - Lota,-27.455746,153.185715,Entire home/apt,188,1,238,2025-11-05,5.07,5,105,41,
532659612300597737,Lovely Queenslander close to city and busway,114554653,Nancy,,Greenslopes,-27.49683,153.04916,Entire home/apt,300,3,82,2025-10-07,1.99,1,57,8,
535680913614710523,Private room no.1  in Comfort convenient new house,439575394,Yanming,,Windsor,-27.4384,153.03279,Private room,100,7,39,2024-09-07,0.84,8,39,0,
536222976470153973,Private room No.3 in comfy & convenient new house,439575394,Yanming,,Windsor,-27.437774658203125,153.0332794189453,Private room,,2,51,2024-12-31,1.11,8,0,1,
543932000569321531,Guest Suite with Own Entrance in Tennyson,116188078,Henrietta,,Yeronga,-27.52712,153.00131,Entire home/apt,143,6,63,2025-11-01,1.37,3,333,21,
544513397257725902,"3br Sunnybank home, 10 day minimum stay",346416049,Freya,,Sunnybank Hills,-27.59079,153.0633,Entire home/apt,,15,6,2025-09-27,0.24,1,66,4,
547249753086292601,Welcome To The Fairfield Palace!,361692050,Donna,,Fairfield - Dutton Park,-27.50638,153.02425,Entire home/apt,746,3,33,2025-11-10,0.87,1,198,5,
548105674998861335,"Luxe West End riverfront with pools, parking",9627204,Sam,,West End,-27.48368,153.00008,Entire home/apt,263,13,57,2025-11-01,1.25,2,45,11,
548643549854131565,"""Breathe"" On Moreton will take your breath away",30558520,Paula,,Moreton Island,-27.18029,153.37458,Entire home/apt,,2,29,2025-10-13,0.69,31,0,12,
549344955541723275,Comfortable 1 bedroom apartment - Pet Friendly,164396790,Fini,,Tingalpa,-27.47103,153.12635,Entire home/apt,119,3,93,2025-11-06,2.05,1,37,24,
550294252600990345,Beautiful spacious 4 bed family home,22836861,Tessa,,Balmoral,-27.4578536,153.0614656,Entire home/apt,,10,3,2025-10-03,0.08,1,0,1,
551632394102698338,"Luxury Escape: 1 bed, 1 study, apartment w/ pool",352646846,Chris,,Fortitude Valley,-27.45704,153.03093,Entire home/apt,178,2,116,2025-11-02,2.54,1,209,26,
553263648796718354,Amazing City Location_1 - Private room | Smart TV!,5102387,Rosanne,,Annerley,-27.50335,153.03444,Private room,104,3,25,2025-09-07,0.55,2,7,6,
553383145215541370,Amazing City Location_2 - Private room | Smart TV!,5102387,Rosanne,,Annerley,-27.50277,153.03633,Private room,104,3,24,2025-05-29,0.53,2,10,1,
554526854329576429,"Billy's Beautiful Backyard Cottage, New Farm",38873539,Hein,,New Farm,-27.46385,153.04748,Private room,,2,204,2024-12-08,4.56,1,0,3,
557055256188272801,On the Brook - Private 2 bed + loft and pool,427645418,Jonathan,,Grange,-27.42127,153.02133,Entire home/apt,311,3,86,2025-11-03,2.04,1,91,17,
557465169115712591,Central Heights ~ 2Bed/2Bath/Car/Pool/Views ~ CBD,3384506,Andy,,Brisbane City,-27.464,153.02988,Entire home/apt,345,7,91,2025-11-10,2.01,132,61,20,
558915379240680466,"Private room 4 in spacious, comfy and clean house.",439575394,Yanming,,Windsor,-27.437774658203125,153.0332794189453,Private room,,1,46,2024-02-25,1.01,8,0,0,
558940503371913055,Private room No.5 in comfy & convenient new house,439575394,Yanming,,Windsor,-27.437774658203125,153.0332794189453,Private room,118,2,34,2024-05-18,0.76,8,29,0,
559554464478446880,Beautiful Bulimba 2 b/r apartment- patio & pool,167253276,Rosemary,,Bulimba,-27.44532,153.06105,Entire home/apt,240,2,146,2025-11-06,3.34,1,83,42,
560256161975220907,"City Views, Huge Gym, Car Park & Infinity Pool!",78924442,Lee,,Fortitude Valley,-27.4567198,153.0320845,Entire home/apt,197,1,200,2025-10-25,4.45,291,350,39,
561046402623095912,Central to everything large Queen bed own bathroom,32460520,David,,Newstead - Bowen Hills,-27.452027726361,153.04402283093887,Private room,109,7,8,2025-10-27,0.19,1,72,1,
561191867747950531,Cosy bedroom in leafy Brisbane suburb,15109795,Tom,,Chapel Hill,-27.48605,152.93684,Private room,80,42,28,2025-08-23,0.69,1,94,4,
562741628218655358,Top of Taringa Penthouse with Sweeping Views,519005019,Rudi And Ish,,Taringa,-27.493698,152.990219,Entire home/apt,346,3,67,2025-11-01,1.49,38,320,6,
563213685662435547,AirConditioned Private Room in Calamvale,106001098,Ely,,Parkinson - Drewvale,-27.62999,153.04299,Private room,55,3,6,2025-10-25,0.13,2,332,3,
563940201021279731,Guest Studio in Manly!,445435993,Mel,,Manly - Lota,-27.46245,153.18067,Entire home/apt,139,1,269,2025-10-24,6.06,1,207,57,
566340749844759826,Best of Brissie: Chic Resort-style CBD Living,519005019,Rudi And Ish,,Fortitude Valley,-27.46136,153.03127,Entire home/apt,272,3,83,2025-10-13,1.85,38,333,17,
568978482036691071,Spacious Beachfront Holiday Home - the Beachaus,446566657,Alison,,Moreton Island,-27.172682,153.373306,Entire home/apt,700,3,32,2025-10-03,0.73,1,125,9,
569061562255014938,Private room No.7 in comfy & convenient new house,439575394,Yanming,,Windsor,-27.437774658203125,153.0332794189453,Private room,,1,36,2024-05-19,0.82,8,0,0,
569066263587369706,LOCATION! Private Rm6 in brand new Spacious house,439575394,Yanming,,Windsor,-27.437775,153.033279,Private room,,2,37,2024-08-17,0.84,8,0,0,
569123194160577318,"STUNNING 3BR @Margaret Street, BRISBANE",156409670,Tushita,,Brisbane City,-27.47112,153.02987,Entire home/apt,638,3,2,2023-12-06,0.05,15,360,0,
573405636176911377,Quiet 2 bedroom unit with free onsite parking,427322264,James,,Ascot,-27.4306697845459,153.07632446289062,Entire home/apt,189,1,283,2025-11-06,6.30,4,340,44,
575426338434183312,Country Cottage Stay,350865436,Jacki,,Brookfield - Kenmore Hills,-27.47221,152.87908,Entire home/apt,145,2,93,2025-10-24,2.15,1,215,26,
578698026071367327,Timeless Stay ~ 3 Bed / 2 Bath / Backyard,45066800,Glenis  &  Peter,,Alderley,-27.42706,153.00394,Entire home/apt,216,90,79,2025-08-24,2.11,1,170,15,
579085281550156617,Comfy 1 Bedroom Apartment with Wi-Fi & Parking,405875528,Shang,,Fortitude Valley,-27.455820083618164,153.03280639648438,Entire home/apt,237,2,112,2025-09-24,2.55,40,127,20,
579852578931094627,Be our guest in our Pullenvale mansion.,177364101,Tapash,,Pinjarra Hills - Pullenvale,-27.51804,152.91244,Entire home/apt,96,5,36,2025-10-04,0.82,4,340,14,
580100184219529684,Evolution Apartments-2,51963189,Angela,,Brisbane City,-27.46756,153.01975,Entire home/apt,456,1,22,2025-09-14,0.50,12,331,5,
580133806495918365,"CORDELIA STRT, SOUTH BRISBANE- 1BR",156409670,Tushita,,South Brisbane,-27.48054,153.0188,Entire home/apt,519,3,0,,,15,363,0,
581685037517209430,"Close Brisbane centre 5km,Queen bed,10km Airport",47282372,Nina,,Camp Hill,-27.48803,153.07284,Private room,88,1,138,2025-08-20,3.11,2,208,17,
583051921101451276,Wilston Retreat - Relax. Make yourself at home.,58231024,Kerry,,Wilston,-27.432641983032227,153.0178985595703,Entire home/apt,162,12,31,2025-07-14,0.78,1,233,5,
584572159425768998,3 Bedroom Sky Apartment In Brisbane CBD,138649185,Sidharth,,Brisbane City,-27.46732,153.02034,Entire home/apt,658,3,0,,,39,360,0,
585033879026153027,Kentucky House @ Cowan Cowan is back for holidays,30558520,Paula,,Moreton Island,-27.12493,153.36775,Entire home/apt,,2,8,2025-10-19,0.22,31,0,5,
585180668059692064,Evolution 2 Bedroom Apartments-3,51963189,Angela,,Brisbane City,-27.46802,153.01874,Entire home/apt,,1,11,2025-08-17,0.25,12,335,3,
585186761623440944,Evolution Apartments-One bedroom one bath,51963189,Angela,,Brisbane City,-27.46776,153.01997,Entire home/apt,287,1,16,2025-11-02,0.36,12,339,3,
585294876629985819,"Stellar Location With Parking, Pool & Gym Access",279001183,MadeComfy,,South Brisbane,-27.47725,153.01577,Entire home/apt,123,3,71,2025-11-01,1.64,68,335,11,
586160159613963343,Lovely Studio Free parking,183279399,Yen,,South Brisbane,-27.47688,153.01451,Entire home/apt,,1,114,2025-06-28,2.85,2,0,21,
586210638194337585,Full River View 23rd Floor Apt. w/ Parking n Wifi,331440566,Will,,South Brisbane,-27.47112,153.01559,Entire home/apt,204,1,467,2025-11-04,10.54,13,122,107,
587048082855148832,"@ CBD BNE
Downstairs is City! Pool+Gym+Sauna+BBQ",51766495,JE-Juztin,,Brisbane City,-27.47184,153.02609,Entire home/apt,249,2,22,2025-01-26,0.51,2,4,1,
587239887112793369,High Level 3 Bedroom Apartment Near Brisbane CBD,138649185,Sidharth,,Brisbane City,-27.46332,153.0315,Entire home/apt,594,6,0,,,39,357,0,
587902397911115351,Central Bulimba 2 Bedroom Flat,11587139,Les,,Bulimba,-27.44962,153.05683,Entire home/apt,,14,26,2025-11-02,0.70,1,6,8,
589326040434211674,Balmoral Hill,93271399,Ryan & Eniko,,Balmoral,-27.45505,153.06661,Entire home/apt,1518,14,0,,,15,0,0,
589326310594917541,Beautiful Resort Style Home in Oxley,344729700,Michelle,,Oxley (Qld),-27.56508,152.9786,Private room,128,1,216,2025-11-08,4.90,1,65,60,
589357344941422699,Spacious Family Home with Pool,49523427,Victoria,,Albion,-27.42889,153.05065,Entire home/apt,800,7,1,2022-12-30,0.03,1,163,0,
589595321457070621,Classy 3 BR Apartment in South Brisbane,138649185,Sidharth,,South Brisbane,-27.47546,153.01523,Entire home/apt,553,3,0,,,39,355,0,
590021339083238537,"Luxe Portside Apt w/ River Views, Parking & Study",78924442,Lee,,Hamilton (Qld),-27.4398108,153.0695825,Entire home/apt,153,3,171,2025-10-15,3.89,291,342,41,
590196788267140229,Chic 2BR w/h Gorgeous Views of the City,156409670,Tushita,,Brisbane City,-27.47042,153.0263,Entire home/apt,634,3,0,,,15,363,0,
590330387590926913,Lovely Portside Getaway 1 Private Bedroom,271711194,Dominic,,Eagle Farm - Pinkenba,-27.44143,153.07044,Private room,118,1,250,2025-11-08,5.84,1,50,69,
590651854536136079,Lovely spacious house walking distance to James St,132031503,Shruti,,New Farm,-27.46117,153.04299,Entire home/apt,,2,14,2024-03-25,0.36,1,0,0,
